Code,Name,Sector,Open,High,Low,Close,SMA20,SMA50,SMA200,Shariah,Price,ADR%,Perf 5D%,Perf 1M%,Perf 3M%,EPS,P/E,Volume,Mkt Cap
7117,CJCEN,Industrials,0.16,0.175,0.155,0.155,0.168,0.1662,0.1681,,0.155,2.01,-6.06,-8.82,-6.06,0.02,7.75,329300,90192312.0
7029,MASTER,Consumer Cyclical,1.65,1.65,1.65,1.65,1.7201,1.7006,2.0154,,1.65,0.53,-2.94,-0.71,-3.55,0.06,27.5,0,90123248.0
03043,"03043.KL,0P0001LYVK,0",,0.27,0.27,0.27,0.27,0.27,0.27,0.2687,,0.27,0.0,0.0,0.0,0.0,,27.000002,0,90018000.0
0305,SINKUNG,Industrials,0.075,0.075,0.075,0.075,0.0792,0.082,0.0967,,0.075,4.69,-6.25,-6.25,0.0,-0.01,,25000,90000000.0
7055,PLB,Industrials,0.8,0.8,0.8,0.8,0.7863,0.8273,0.9115,,0.8,2.81,0.0,-6.98,2.56,0.07,11.428572,0,89916016.0
5226,GBGAQRS,Industrials,0.165,0.17,0.165,0.165,0.1703,0.1585,0.1722,,0.165,2.54,-2.94,-5.71,13.79,0.0,Infinity,25000,89557280.0
2674,ALCOM,Basic Materials,0.665,0.665,0.665,0.665,0.692,0.7159,0.7601,,0.665,0.18,-0.75,-3.62,-1.48,-0.35,,25000,89330016.0
0180,KTC,Consumer Defensive,0.13,0.135,0.13,0.13,0.1367,0.1386,0.1478,,0.13,3.4,0.0,-10.34,-3.7,0.03,4.3333335,323200,88641528.0
4235,LIONIND,Basic Materials,0.13,0.13,0.125,0.13,0.143,0.1446,0.1591,,0.13,4.31,0.0,-13.33,-7.14,-0.25,,2144200,88504768.0
5533,OCB,Consumer Defensive,0.855,0.855,0.855,0.855,0.8153,0.7774,0.7925,,0.855,1.45,3.64,10.32,12.5,0.15,5.7,100,87936752.0
7176,TPC,Consumer Defensive,0.29,0.3,0.285,0.285,0.2865,0.2899,0.3071,,0.285,1.5,3.64,-1.72,-5.0,0.05,5.7,92100,87846336.0
0284,GLXT,Industrials,0.205,0.21,0.2,0.21,0.2142,0.2069,0.2077,,0.21,1.91,-2.33,0.0,2.44,0.02,10.5,530200,87578608.0
7232,RESINTC,Industrials,0.45,0.455,0.44,0.45,0.4623,0.4645,0.5222,,0.45,2.68,-1.1,-1.1,-15.09,0.07,6.428571,356700,87482680.0
03008,"03008.KL,0P0001DCGC,0",,0.685,0.685,0.685,0.685,0.663,0.6522,0.6468,,0.685,0.0,0.0,6.2,6.2,,22.833334,0,86995000.0
0281,DAY3,Technology,0.13,0.13,0.125,0.13,0.1313,0.1332,0.1595,,0.13,3.14,-7.14,4.0,-7.14,-0.0,,192700,86666576.0
0028,SCOPE,Technology,0.08,0.08,0.075,0.075,0.0763,0.077,0.0866,,0.075,6.76,-6.25,0.0,0.0,0.02,3.7500002,431500,86627696.0
7208,EURO,Consumer Cyclical,0.065,0.065,0.06,0.065,0.069,0.0592,0.0526,,0.065,11.5,0.0,0.0,30.0,-0.01,,467200,86317856.0
5025,AURO,Basic Materials,0.135,0.135,0.135,0.135,0.1383,0.1434,0.1451,,0.135,3.34,0.0,-3.57,-6.9,-0.0,,0,85946128.0
5062,HUAYANG,Real Estate,0.195,0.195,0.185,0.195,0.1992,0.1925,0.2133,,0.195,2.97,0.0,-7.14,2.63,-0.0,,132200,85800000.0
7323,KEN,Industrials,0.475,0.475,0.475,0.475,0.4857,0.4994,0.5174,,0.475,0.58,-1.04,-8.65,-9.52,0.04,11.875,0,85184888.0
0100,ESCERAM,Basic Materials,0.115,0.125,0.115,0.12,0.1258,0.11,0.1034,,0.12,6.86,-4.0,4.35,20.0,0.02,6.0,282200,84853736.0
7036,BORNOIL,Industrials,0.005,0.01,0.005,0.005,0.0057,0.0059,0.0062,,0.005,85.0,0.0,-50.0,-50.0,-0.01,,8082500,84539752.0
5079,ONEGLOVE,Healthcare,0.145,0.145,0.145,0.145,0.1382,0.1347,0.1566,,0.145,1.9,0.0,7.41,31.82,-0.05,,0,84492696.0
7471,EDEN,Industrials,0.165,0.17,0.165,0.165,0.1715,0.1599,0.1614,,0.165,4.63,-10.81,0.0,6.45,0.06,2.7500002,409000,83383736.0
7803,HEXCARE,Basic Materials,0.07,0.075,0.07,0.075,0.0758,0.0777,0.086,,0.075,7.05,7.14,0.0,-6.25,-0.04,,261800,82658304.0
5260,OWG,Consumer Cyclical,0.175,0.18,0.175,0.18,0.189,0.1953,0.2176,,0.18,1.9,-5.26,-5.26,-14.29,-0.02,,176600,82598608.0
7239,SCNWOLF,Consumer Cyclical,0.385,0.385,0.38,0.38,0.3962,0.419,0.4727,,0.38,0.51,-1.3,-8.43,-17.39,-0.04,,107700,82244776.0
5149,TAS,Industrials,0.465,0.465,0.46,0.46,0.4683,0.4645,0.5232,,0.46,2.08,-3.16,1.1,-8.0,0.12,3.8333335,21000,82224816.0
0309,AGRICOR,Consumer Defensive,0.385,0.4,0.385,0.4,0.388,0.3917,0.4388,,0.4,1.92,2.56,2.56,-9.09,0.02,20.0,12500,81120000.0
2127,COMFORT,Basic Materials,0.135,0.14,0.135,0.14,0.1428,0.1473,0.164,,0.14,6.54,3.7,-3.45,12.0,-0.25,,490600,81059992.0
0237,HAILY,Industrials,0.19,0.19,0.18,0.19,0.194,0.196,0.2082,,0.19,2.4,-2.56,-2.56,-9.52,0.03,6.3333335,553500,80371024.0
9741,ROHAS,Industrials,0.17,0.17,0.17,0.17,0.1718,0.1729,0.2186,,0.17,3.28,0.0,-2.86,-19.05,0.01,17.0,6000,80351800.0
0226,ANEKA,Industrials,0.115,0.115,0.115,0.115,0.1177,0.118,0.1318,,0.115,3.24,0.0,-8.0,-8.0,0.01,11.5,0,79868208.0
7234,LOTUSCIR,Consumer Cyclical,0.255,0.28,0.23,0.265,0.2697,0.2824,0.3165,,0.265,10.37,-19.7,6.0,-19.7,0.02,13.25,169200,79737024.0
5152,MBL,Industrials,0.35,0.35,0.35,0.35,0.3205,0.3239,0.3391,,0.35,0.8,9.38,9.38,16.67,0.08,4.375,1000,79707568.0
9369,TGL,Consumer Cyclical,0.9,0.9,0.9,0.9,0.8795,0.85,0.9199,,0.9,0.57,4.65,4.65,10.43,0.13,6.923077,0,79194960.0
5172,SINARAN,Consumer Cyclical,0.075,0.075,0.07,0.075,0.075,0.0764,0.0515,,0.075,4.24,-6.25,-6.25,0.0,-0.0,,538700,78822112.0
7152,JAYCORP,Consumer Cyclical,0.295,0.295,0.295,0.295,0.294,0.258,0.3386,,0.295,7.7,9.26,31.11,-3.28,-0.03,,1800,78659952.0
4847,EPICON,Industrials,0.12,0.125,0.115,0.125,0.1305,0.1366,0.1334,,0.125,4.92,-7.41,-7.41,4.17,0.0,Infinity,1740200,78433000.0
0250,YXPM,Consumer Cyclical,0.21,0.21,0.21,0.21,0.2127,0.2122,0.2216,,0.21,1.92,2.44,0.0,-6.67,0.05,4.2,196000,78151504.0
3247,GUH,Technology,0.26,0.275,0.26,0.27,0.2733,0.277,0.2921,,0.27,2.42,-1.82,-3.57,-8.47,0.24,1.1250001,257400,76998696.0
5087,MYCRON,Basic Materials,0.24,0.24,0.235,0.235,0.2552,0.2549,0.2576,,0.235,1.87,-9.62,-11.32,-11.32,0.02,11.75,5000,76858536.0
0252,ORGABIO,Consumer Defensive,0.3,0.31,0.3,0.31,0.2943,0.2915,0.2973,N,0.31,0.88,3.33,10.71,6.9,0.03,10.333334,159600,76839080.0
03015,"03015.KL,0P0001F96R,0",,0.295,0.315,0.29,0.3,0.308,0.267,0.2432,,0.3,5.06,9.09,25.0,27.5,,8.0,2172100,76795824.0
0205,DPIH,Basic Materials,0.1,0.105,0.1,0.105,0.1047,0.1039,0.1052,,0.105,5.17,0.0,0.0,10.53,0.01,10.5,17600,76660128.0
5095,HEVEA,Basic Materials,0.125,0.135,0.125,0.135,0.1365,0.1324,0.1654,,0.135,6.08,0.0,0.0,0.0,-0.09,-2.368421,20100,76391736.0
6807,PUNCAK,Industrials,0.17,0.17,0.17,0.17,0.1798,0.176,0.2059,,0.17,3.41,-5.56,-8.11,-12.82,-0.07,,62500,76032120.0
8079,LEESK,Consumer Cyclical,0.31,0.31,0.31,0.31,0.3197,0.3242,0.3963,,0.31,0.4,-3.12,-6.06,-4.68,0.02,15.5,900,75662264.0
7078,AZRB,Industrials,0.11,0.115,0.11,0.115,0.1217,0.1227,0.1651,,0.115,4.0,-4.17,-20.69,-8.0,0.01,11.5,22600,75449000.0
8338,DATAPRP,Technology,0.09,0.095,0.09,0.09,0.0858,0.0782,0.0886,,0.09,9.0,5.88,12.5,50.0,-0.01,,1491500,75255960.0
5011,MSNIAGA,Technology,1.24,1.24,1.24,1.24,1.257,1.2116,1.2488,,1.24,0.48,-0.8,-0.8,4.2,0.14,8.857142,1500,74898480.0
0105,ASIAPLY,Basic Materials,0.07,0.075,0.065,0.07,0.071,0.0743,0.1306,,0.07,7.36,7.69,0.0,-30.0,0.0,Infinity,4422300,73804744.0
7028,ZECON,Industrials,0.47,0.47,0.47,0.47,0.4735,0.4859,0.4913,,0.47,0.43,0.0,-4.08,-6.0,0.02,23.5,20000,73540048.0
7137,UMS,Industrials,1.8,1.8,1.8,1.8,1.828,1.8612,1.8479,,1.8,0.16,-1.1,-2.7,-1.42,0.12,15.0,700,73242000.0
5297,TJSETIA,Industrials,0.2,0.21,0.2,0.21,0.2045,0.2025,0.204,,0.21,1.62,7.69,-2.33,7.69,0.02,10.5,4100,73187432.0
7439,TECGUAN,Consumer Defensive,1.82,1.82,1.82,1.82,1.8725,1.8936,1.9861,,1.82,0.8,-5.21,-4.21,-9.45,0.44,4.136364,0,72976368.0
0306,SMART,Basic Materials,0.19,0.2,0.19,0.195,0.1678,0.1667,0.1821,,0.195,3.71,2.63,30.0,5.41,0.0,Infinity,183600,72120832.0
8486,LIONPSIM,Basic Materials,0.315,0.315,0.315,0.315,0.3135,0.3072,0.3074,,0.315,2.4,0.0,0.0,12.5,0.0,Infinity,0,71765424.0
0211,TASHIN,Basic Materials,0.205,0.205,0.205,0.205,0.2097,0.207,0.2117,,0.205,2.44,-2.38,0.0,0.0,0.01,20.5,79400,71543160.0
7692,MYTECH,Industrials,0.285,0.29,0.26,0.29,0.2707,0.2625,0.2896,,0.29,2.04,11.54,13.73,11.54,0.02,14.5,33000,71381672.0
5190,BENALEC,Industrials,0.075,0.075,0.07,0.07,0.0735,0.0743,0.0824,,0.07,2.12,0.0,-6.67,-6.67,0.0,Infinity,242800,71322096.0
7240,IHB,Industrials,0.165,0.165,0.16,0.16,0.1275,0.1206,0.134,,0.16,7.23,10.34,33.33,33.33,-0.01,,1100,70855312.0
9717,SYCAL,Industrials,0.17,0.17,0.17,0.17,0.1698,0.1687,0.1702,,0.17,1.22,0.0,0.0,0.0,0.0,Infinity,0,70775152.0
7033,HIGHTEC,Industrials,0.62,0.62,0.62,0.62,0.649,0.6244,0.6679,,0.62,1.09,-10.79,-1.59,2.48,0.05,12.4,0,70683272.0
7227,UMSNGB,Industrials,0.895,0.895,0.895,0.895,0.907,0.8886,0.8955,,0.895,0.19,0.56,-3.76,6.81,0.05,17.9,0,70468000.0
5252,SASBADI,Communication Services,0.16,0.165,0.16,0.165,0.1556,0.1572,0.1491,,0.165,1.27,6.45,3.33,6.56,0.02,8.250001,220000,70198656.0
9075,THETA,Technology,0.58,0.61,0.58,0.595,0.6217,0.5891,0.6869,,0.595,3.9,1.71,-5.56,0.0,-0.1,,248400,70190704.0
7219,AIZO,Basic Materials,0.035,0.04,0.035,0.035,0.0387,0.0373,0.0535,,0.035,15.62,-12.5,0.0,-12.5,-0.0,,188700,69938552.0
0034,MMAG,Technology,0.03,0.03,0.025,0.03,0.0295,0.0306,0.215,,0.03,21.0,0.0,20.0,20.0,0.01,3.0,1133400,69635920.0
0064,EFFICEN,Industrials,0.075,0.075,0.075,0.075,0.0765,0.0744,0.0874,,0.075,3.05,-6.25,7.14,0.0,-0.0,,5000,69482416.0
9016,EKSONS,Basic Materials,0.43,0.43,0.43,0.43,0.4195,0.4252,0.4428,,0.43,0.48,0.0,2.38,-4.44,-0.06,,0,69436256.0
0261,COSMOS,Industrials,0.27,0.275,0.27,0.27,0.2797,0.2708,0.2988,,0.27,3.1,-3.57,0.0,5.88,0.01,27.000002,90000,69255352.0
0025,YBS,Industrials,0.215,0.24,0.215,0.235,0.2095,0.1989,0.2365,,0.235,6.02,-2.08,20.51,20.51,0.05,4.7,2573400,69233136.0
5592,GCE,Consumer Cyclical,0.35,0.35,0.35,0.35,0.3395,0.347,0.3689,,0.35,1.35,1.45,1.45,0.0,-0.02,,0,68950696.0
1902,PINEPAC,Consumer Defensive,0.46,0.46,0.46,0.46,0.4598,0.456,0.4145,,0.46,0.11,0.0,1.1,2.22,-0.06,,0,68909904.0
03058,"03058.KL,0P0001SQVL,0",,0.275,0.275,0.275,0.275,0.275,0.275,0.2718,,0.275,0.0,0.0,0.0,0.0,,27.500002,0,68750024.0
9954,RGTBHD,Basic Materials,0.2,0.21,0.2,0.2,0.189,0.1854,0.2281,,0.2,5.31,2.56,14.29,5.26,-0.01,,102300,68471960.0
7214,ARANK,Basic Materials,0.38,0.38,0.38,0.38,0.3925,0.3988,0.4177,,0.38,0.52,-3.8,-5.0,-3.8,0.05,7.6,0,67926744.0
7099,MAYU,Industrials,0.14,0.14,0.14,0.14,0.1257,0.122,0.116,,0.14,2.83,16.67,21.74,21.74,-0.05,,13400,67548584.0
5242,SOLID,Consumer Cyclical,0.13,0.13,0.13,0.13,0.1282,0.1254,0.133,,0.13,2.4,0.0,4.0,0.0,0.01,13.0,21000,67518344.0
0131,DFX,Technology,0.09,0.09,0.09,0.09,0.089,0.0865,0.0951,,0.09,4.66,0.0,5.88,5.88,0.01,9.000001,20000,67115784.0
0156,MPAY,Technology,0.065,0.065,0.065,0.065,0.067,0.0643,0.0703,,0.065,7.08,0.0,0.0,-7.14,-0.01,,201500,67085292.0
0011,BTECH,Industrials,0.265,0.265,0.265,0.265,0.267,0.2666,0.26,,0.265,1.63,-1.85,-1.85,3.92,0.04,6.625,0,66779996.0
0054,KARYON,Basic Materials,0.14,0.14,0.14,0.14,0.1408,0.1425,0.151,,0.14,1.63,0.0,0.0,-3.45,0.02,7.0,260000,66599856.0
3018,OLYMPIA,Consumer Cyclical,0.065,0.065,0.065,0.065,0.062,0.061,0.0618,N,0.065,4.97,0.0,0.0,8.33,-0.02,,700,66523072.0
0203,SMETRIC,Technology,0.11,0.115,0.11,0.115,0.1182,0.1228,0.1261,,0.115,3.83,0.0,-4.17,-14.81,0.0,Infinity,733000,66362588.0
6068,PCCS,Consumer Cyclical,0.3,0.3,0.3,0.3,0.295,0.2966,0.2974,,0.3,1.04,3.45,-3.23,0.0,0.07,4.2857146,0,66177004.0
03031,POLYDM,Industrials,0.75,0.75,0.75,0.75,0.75,0.75,0.7493,,0.75,0.0,0.0,0.0,0.0,0.05,15.0,0,66177000.0
0171,PLABS,Healthcare,0.24,0.24,0.24,0.24,0.2405,0.2475,0.2562,,0.24,2.61,0.0,-2.04,-9.43,0.01,24.0,0,66051332.0
03025,ENEST,Consumer Defensive,0.14,0.14,0.14,0.14,0.14,0.14,0.14,,0.14,0.0,0.0,0.0,0.0,0.01,14.0,0,65100004.0
03030,IDBTECH,Technology,0.13,0.13,0.13,0.13,0.13,0.1297,0.1271,,0.13,0.0,0.0,0.0,2.36,0.0,Infinity,0,64999996.0
7203,WANGZNG,Basic Materials,0.395,0.405,0.395,0.405,0.3927,0.398,0.3976,,0.405,2.11,3.85,1.25,1.25,-0.05,,2100,64865612.0
5036,EDARAN,Technology,1.12,1.12,1.12,1.12,1.161,1.182,1.1576,,1.12,1.57,0.0,-8.2,0.0,0.08,14.0,2000,64853824.0
0082,GPACKET,Communication Services,0.025,0.025,0.025,0.025,0.0253,0.0274,0.0363,,0.025,7.5,-16.67,0.0,-28.57,-0.01,,548000,64834952.0
0288,MINOX,Basic Materials,0.18,0.18,0.18,0.18,0.1798,0.1729,0.1893,,0.18,2.26,0.0,-5.26,22.03,0.01,18.000002,0,64800004.0
7544,QUALITY,Industrials,1.11,1.11,1.11,1.11,1.098,1.1578,1.0883,,1.11,0.8,-8.26,4.72,-13.28,-0.2,,2000,64337820.0
8885,AVI,Consumer Cyclical,0.045,0.045,0.04,0.045,0.0428,0.0434,0.0552,,0.045,7.05,0.0,0.0,0.0,-0.01,,562400,63732968.0
0116,FOCUS,Consumer Cyclical,0.005,0.01,0.005,0.01,0.0082,0.0081,0.0086,,0.01,65.0,0.0,0.0,0.0,-0.0,,233200,63722056.0
5167,TURBO,Industrials,0.59,0.59,0.59,0.59,0.552,0.4681,0.4185,,0.59,1.07,0.0,25.53,55.26,0.0,Infinity,0,63719996.0
7003,Y&G,Real Estate,0.315,0.315,0.29,0.29,0.3135,0.3566,0.4289,,0.29,0.51,-7.94,-6.45,-35.56,0.0,Infinity,300,63358712.0
9814,BERTAM,Real Estate,0.13,0.13,0.13,0.13,0.1307,0.1301,0.1143,,0.13,0.19,0.0,0.0,23.81,0.0,Infinity,100000,62894808.0
0038,ARTRONIQ,Technology,0.14,0.14,0.14,0.14,0.1403,0.1407,0.1213,,0.14,2.53,-3.45,0.0,-6.67,-0.01,,3700,62825492.0
0232,VOLCANO,Industrials,0.31,0.345,0.31,0.345,0.2785,0.2677,0.3815,,0.345,4.28,11.29,40.82,11.29,-0.01,,10200,62662348.0
7054,AASIA,Consumer Defensive,0.09,0.09,0.09,0.09,0.0878,0.0916,0.0921,,0.09,0.94,5.88,-5.26,-18.18,-0.0,,0,62312404.0
6173,BDB,Industrials,0.21,0.21,0.205,0.205,0.207,0.2067,0.2389,,0.205,1.97,-6.82,2.5,-10.87,-0.04,,10000,62290268.0
7184,G3,Technology,0.01,0.015,0.01,0.015,0.0147,0.0147,0.0175,,0.015,32.5,0.0,0.0,0.0,-0.0,,256100,62264048.0
0229,MOBILIA,Consumer Cyclical,0.09,0.09,0.09,0.09,0.088,0.0879,0.0978,,0.09,4.54,5.88,5.88,-5.26,0.01,9.000001,0,62262580.0
7066,YONGTAI,Real Estate,0.115,0.12,0.115,0.12,0.123,0.1226,0.1406,,0.12,5.03,0.0,-7.69,-14.29,-0.04,,300000,62035940.0
0163,CAREPLS,Healthcare,0.075,0.08,0.075,0.08,0.0775,0.0765,0.0832,,0.08,11.14,6.67,14.29,14.29,-0.09,,5593900,61791076.0
0120,VIS,Technology,0.235,0.245,0.235,0.24,0.2224,0.2087,0.2051,,0.24,4.07,4.35,11.46,19.62,-0.02,,372400,61250432.0
8141,MJPERAK,Real Estate,0.2,0.215,0.2,0.215,0.2315,0.2425,0.2189,,0.215,7.41,0.0,-17.31,-10.42,0.05,4.3,104300,61150700.0
7222,IMASPRO,Basic Materials,0.725,0.76,0.725,0.76,0.7702,0.7673,0.7672,,0.76,2.29,-0.65,1.33,4.11,0.09,8.444444,4100,60800000.0
03056,"03056.KL,0P0001PNL3,0",,0.19,0.19,0.19,0.19,0.19,0.19,0.19,,0.19,0.0,0.0,0.0,0.0,,,0,60648948.0
5622,PEB,Financial Services,0.88,0.88,0.875,0.875,0.8805,0.8448,0.8154,,0.875,0.2,-0.57,-0.57,12.18,0.0,Infinity,4500,60484452.0
7285,TOMYPAK,Consumer Cyclical,0.14,0.14,0.14,0.14,0.142,0.1516,0.2274,,0.14,2.02,-3.45,0.0,-26.32,-0.05,,0,60356336.0
5231,PBSB,Industrials,0.095,0.1,0.095,0.1,0.103,0.1025,0.1377,,0.1,2.32,0.0,5.26,-28.57,0.0,Infinity,147400,60320488.0
5207,SBCCORP,Real Estate,0.235,0.245,0.235,0.235,0.2475,0.2474,0.2807,,0.235,2.93,-2.08,-4.08,-6.0,0.08,2.9375,64800,60211268.0
7382,GLBHD,Real Estate,0.25,0.28,0.25,0.28,0.257,0.2769,0.266,,0.28,2.79,0.0,16.67,-6.67,0.14,2.0,30000,60063856.0
5129,MELATI,Industrials,0.51,0.525,0.51,0.51,0.5175,0.5102,0.5033,,0.51,0.25,0.0,-1.92,2.0,0.01,51.0,41000,58908992.0
7062,KHIND,Consumer Cyclical,1.4,1.4,1.4,1.4,1.4445,1.392,1.5175,,1.4,0.64,-0.71,-4.76,0.0,0.09,15.555554,2600,58854600.0
7811,SAPIND,Consumer Cyclical,0.805,0.805,0.805,0.805,0.8132,0.8273,0.8178,,0.805,0.69,-4.17,0.62,-1.83,10.11,0.07962414,1500,58584468.0
7209,CHEETAH,Consumer Cyclical,0.12,0.12,0.12,0.12,0.1167,0.1196,0.1085,,0.12,2.35,0.0,0.0,26.32,-0.02,,0,58348232.0
0183,SALUTE,Technology,0.125,0.135,0.12,0.125,0.121,0.1234,0.1732,,0.125,14.36,13.64,25.0,-19.35,-0.06,,11833100,58231248.0
0255,EIB,Industrials,0.145,0.155,0.14,0.155,0.157,0.1667,0.1554,,0.155,7.05,10.71,0.0,-13.89,0.01,15.5,16300,57970000.0
5291,HPMT,Industrials,0.17,0.175,0.17,0.175,0.1793,0.1689,0.1929,,0.175,3.15,0.0,-2.78,1.57,0.02,8.75,104100,57485572.0
0238,CEKD,Industrials,0.295,0.295,0.295,0.295,0.2985,0.2875,0.3149,,0.295,2.62,-3.28,0.0,3.51,0.04,7.375,100,57399032.0
7676,GCAP,Industrials,0.17,0.175,0.165,0.175,0.1695,0.1653,0.2012,,0.175,2.53,0.0,12.9,-2.78,-0.01,,29900,57380220.0
0218,ACO,Technology,0.16,0.165,0.16,0.165,0.166,0.1628,0.1871,,0.165,2.32,-2.94,3.13,-5.71,0.01,16.500002,77100,57316268.0
9881,LSTEEL,Basic Materials,0.38,0.38,0.37,0.37,0.3915,0.4047,0.4091,,0.37,0.14,-2.63,-7.5,5.71,-0.01,,18000,57251012.0
9997,PENSONI,Consumer Cyclical,0.385,0.385,0.385,0.385,0.3735,0.3538,0.3655,,0.385,3.23,2.67,5.48,4.05,0.0,Infinity,6000,57179132.0
1643,LANDMRK,Consumer Cyclical,0.085,0.09,0.085,0.085,0.0913,0.0937,0.1117,,0.085,5.67,-5.56,-15.0,-19.05,-0.03,,254700,57078700.0
5738,CHHB,Consumer Cyclical,0.17,0.215,0.16,0.175,0.1553,0.1612,0.1777,,0.175,4.04,6.06,12.9,-2.78,0.01,17.5,8173900,56444308.0
0041,HONGSENG,Industrials,0.01,0.01,0.005,0.01,0.0082,0.0091,0.0078,,0.01,85.0,0.0,0.0,100.0,0.0,Infinity,1268800,56200476.0
0221,TCS,Industrials,0.085,0.085,0.08,0.085,0.0888,0.0878,0.1079,,0.085,3.9,-5.56,-5.56,6.25,0.0,Infinity,53200,56156256.0
7123,MAXLAND,Basic Materials,0.03,0.04,0.03,0.035,0.027,0.0269,0.0328,,0.035,6.33,40.0,16.67,0.0,-0.02,,539300,56127040.0
0268,L&PBHD,Consumer Cyclical,0.1,0.1,0.095,0.1,0.1005,0.0977,0.1025,,0.1,4.41,0.0,-4.76,11.11,-0.0,,321600,55962752.0
0113,MMSV,Technology,0.275,0.295,0.275,0.285,0.3537,0.3125,0.3754,,0.285,4.91,-26.92,-13.64,1.85,0.0,Infinity,369800,55951116.0
7165,VELOCITY,Industrials,0.04,0.04,0.035,0.04,0.0395,0.0393,0.0488,,0.04,7.14,0.0,0.0,0.0,0.01,4.0,500500,55256420.0
7070,VIZIONE,Industrials,0.085,0.1,0.085,0.1,0.0928,0.101,0.0907,,0.1,16.21,11.11,-20.0,25.0,-0.08,,419200,55219080.0
7097,TAWIN,Industrials,0.015,0.015,0.01,0.015,0.0117,0.0126,0.0138,,0.015,62.5,0.0,50.0,0.0,-0.01,,76000,55074468.0
0123,PRIVA,Technology,0.08,0.085,0.075,0.08,0.0792,0.0789,0.0776,,0.08,6.54,0.0,0.0,14.29,0.01,8.0,4675800,54034028.0
5163,SEB,Industrials,0.66,0.66,0.66,0.66,0.6655,0.6544,0.6363,,0.66,0.04,-0.75,0.0,-1.49,0.14,4.714286,0,52589332.0
5022,PAOS,Basic Materials,0.29,0.29,0.29,0.29,0.2757,0.2852,0.2997,,0.29,6.55,7.41,7.41,-6.45,-0.12,,2500,52537560.0
7498,RALCO,Consumer Cyclical,1.05,1.05,1.03,1.03,1.042,1.0624,0.9605,,1.03,3.25,0.0,-8.04,-5.5,-0.1,,5333100,52320916.0
5065,ORNA,Consumer Cyclical,0.7,0.7,0.7,0.7,0.7032,0.6917,0.7292,,0.7,0.84,-1.41,-1.41,3.04,0.04,17.5,200,51906512.0
4596,SAPRES,Industrials,0.2,0.2,0.2,0.2,0.208,0.2194,0.2257,,0.2,2.31,0.0,-6.98,-11.11,0.03,6.666667,113900,51851428.0
7053,SEEHUP,Industrials,0.62,0.65,0.62,0.65,0.6262,0.6452,0.7246,,0.65,0.24,4.0,4.0,-5.8,-0.03,,3200,51666616.0
0020,NETX,Technology,0.05,0.055,0.05,0.055,0.0522,0.0492,0.0463,,0.055,5.48,0.0,10.0,22.22,-0.02,,4100,51587396.0
7128,CAMRES,Consumer Defensive,0.28,0.28,0.28,0.28,0.2927,0.3064,0.306,,0.28,0.7,0.0,-9.68,-20.0,0.08,3.5,0,51137168.0
4081,PMCORP,Consumer Defensive,0.055,0.06,0.055,0.06,0.0577,0.0554,0.0754,,0.06,1.36,0.0,0.0,20.0,-0.04,,128000,51121500.0
4359,TURIYA,Technology,0.215,0.215,0.215,0.215,0.2238,0.2052,0.2383,,0.215,6.03,-6.52,26.47,2.38,0.04,5.375,7000,49176612.0
0197,WEGMANS,Consumer Cyclical,0.085,0.09,0.085,0.09,0.0873,0.0843,0.0998,,0.09,5.34,5.88,12.5,0.0,0.01,9.000001,26000,49059332.0
7223,JADI,Basic Materials,0.035,0.035,0.03,0.035,0.0383,0.037,0.0305,,0.035,15.14,0.0,0.0,40.0,-0.01,,314300,48974848.0
5223,MENTIGA,Consumer Defensive,0.645,0.695,0.645,0.695,0.6598,0.5936,0.524,,0.695,8.23,12.1,11.2,31.13,0.06,11.583333,31800,48650000.0
7145,TXCD,Industrials,0.15,0.155,0.15,0.155,0.1558,0.1429,0.1059,,0.155,2.78,3.33,0.0,40.91,0.35,0.44285715,117900,48308092.0
0282,KGW,Industrials,0.1,0.1,0.1,0.1,0.1035,0.1038,0.1344,,0.1,1.48,0.0,-4.76,-9.09,0.0,Infinity,240900,48279856.0
8605,FIHB,Consumer Cyclical,0.355,0.355,0.355,0.355,0.3588,0.356,0.3659,,0.355,4.38,0.0,-4.05,5.97,-0.01,,0,48011884.0
0216,SPRING,Consumer Cyclical,0.115,0.115,0.115,0.115,0.1207,0.1276,0.1329,,0.115,2.37,-4.17,-4.17,0.0,-0.0,,10000,47804512.0
8745,S&FCAP,Real Estate,0.06,0.06,0.06,0.06,0.0607,0.0586,0.0642,,0.06,3.94,0.0,0.0,-14.29,-0.01,,60000,47221456.0
2682,PARKWD,Real Estate,0.08,0.08,0.08,0.08,0.077,0.07,0.0705,,0.08,5.81,0.0,0.0,33.33,0.02,4.0,100,47110276.0
8494,LBICAP,Real Estate,0.4,0.41,0.4,0.41,0.388,0.4126,0.4082,,0.41,5.78,1.23,9.33,15.49,0.03,13.666667,290700,46953420.0
9318,FITTERS,Industrials,0.02,0.02,0.02,0.02,0.0248,0.0263,0.0295,,0.02,5.0,-20.0,-20.0,-33.33,0.0,Infinity,20000,46825836.0
3778,MELEWAR,Basic Materials,0.135,0.135,0.13,0.13,0.1435,0.1387,0.1556,,0.13,2.68,-3.7,-13.33,-7.14,-0.01,,396400,46729292.0
5197,FLBHD,Basic Materials,0.21,0.21,0.21,0.21,0.2257,0.2194,0.2278,,0.21,1.85,0.0,-10.64,0.0,-0.05,,21200,45870648.0
